customer_id,contract_type,payment_method,internet_service,tech_support,has_multiple_lines,senior_citizen,customer_satisfaction_level,competitor_offer_recent,tenure_months,monthly_charges_kes,total_charges_kes,num_support_tickets,partner_dependents_count,avg_monthly_data_usage_gb,satisfaction_survey_score,churn
1342,One Year,Bank Transfer,Fiber Optic,No,No,No,Low,No,44.2,4938.0,208147.0,2,1,56.0,3.9,No
1343,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,High,Yes,24.5,1982.0,49143.0,1,2,29.7,3.9,No
1344,One Year,Electronic Check,Fiber Optic,Yes,No,Yes,Low,No,72.0,2011.0,151322.0,0,1,28.6,5.0,No
1345,One Year,Mailed Check,Fiber Optic,Yes,No,No,High,Yes,2.1,2196.0,4613.0,2,1,35.9,3.3,No
1346,One Year,Electronic Check,DSL,No,Yes,Yes,Low,No,29.8,3205.0,89268.0,1,0,65.1,4.6,No
1347,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Low,No,7.3,5561.0,42869.0,2,0,40.4,3.0,Yes
1348,One Year,Electronic Check,None,Yes,No,No,Low,No,18.2,3837.0,74065.0,2,0,,2.1,No
1349,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,12.7,3529.0,44498.0,5,3,19.7,3.6,No
1350,Month-to-Month,Mailed Check,DSL,Yes,No,Yes,Low,No,18.8,3503.0,62072.0,0,1,138.2,3.6,No
1351,Two Year,Credit Card,None,Yes,No,No,Medium,Yes,24.9,4438.0,112354.0,2,1,,4.9,No
1352,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,High,No,23.3,3958.0,95417.0,3,0,127.8,,No
1353,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,No,16.9,2060.0,32889.0,1,1,120.8,4.3,No
1354,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,Medium,No,72.0,4285.0,292607.0,3,0,60.5,5.0,No
1355,Month-to-Month,Electronic Check,None,No,Yes,Yes,Medium,No,57.0,2910.0,156834.0,3,0,,3.9,No
1356,One Year,Electronic Check,DSL,No,Yes,Yes,Medium,No,23.6,4707.0,110808.0,3,1,66.6,4.1,No
1357,One Year,Mailed Check,None,Yes,No,Yes,High,Yes,67.5,4271.0,305283.0,2,0,,4.2,No
1358,One Year,Credit Card,None,No,Yes,No,Low,No,37.0,3653.0,134178.0,3,2,,4.4,No
1359,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,High,No,72.0,716.0,48171.0,1,2,52.6,3.8,No
1360,One Year,Mailed Check,Fiber Optic,Yes,No,No,Medium,No,43.2,4387.0,187118.0,2,1,77.3,3.4,No
1361,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,Low,No,50.8,3177.0,159296.0,3,0,35.3,4.3,No
1362,Month-to-Month,Electronic Check,DSL,No,No,No,Low,Yes,5.0,6000.0,31683.0,0,0,16.2,3.7,No
1363,One Year,Mailed Check,Fiber Optic,No,No,No,Medium,Yes,8.9,3073.0,27381.0,1,4,69.0,3.8,No
1364,Two Year,Mailed Check,DSL,No,No,No,High,Yes,17.3,5077.0,92048.0,0,2,32.7,4.3,No
1365,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,High,No,17.5,7409.0,122283.0,3,1,77.1,2.8,Yes
1366,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Medium,No,23.0,6214.0,140903.0,2,1,43.6,4.3,No
1367,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,10.4,3656.0,38790.0,0,2,24.7,3.0,No
1368,One Year,Mailed Check,Fiber Optic,Yes,No,No,Low,No,15.9,4823.0,78821.0,2,1,27.9,4.1,No
1369,One Year,Mailed Check,Fiber Optic,No,Yes,No,Medium,Yes,53.0,5680.0,299446.0,2,0,32.4,3.9,No
1370,One Year,Credit Card,DSL,Yes,No,No,High,No,18.2,3483.0,67742.0,2,1,131.9,4.6,No
1371,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,40.5,3736.0,161816.0,0,1,13.3,5.0,No
1372,Month-to-Month,Credit Card,DSL,No,No,Yes,Medium,Yes,15.3,6649.0,93945.0,2,0,20.1,3.1,Yes
1373,One Year,Mailed Check,None,No,No,No,Medium,Yes,47.3,2291.0,113329.0,2,1,,3.8,No
1374,Two Year,Electronic Check,None,No,Yes,No,Medium,No,41.4,2405.0,102417.0,0,1,,4.7,No
1375,One Year,Electronic Check,Fiber Optic,No,No,No,High,No,0.7,3825.0,2865.0,2,1,37.5,2.9,No
1376,Month-to-Month,Electronic Check,DSL,Yes,No,Yes,Low,No,8.8,4929.0,41947.0,3,0,86.2,3.6,Yes
1377,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,High,Yes,7.9,2077.0,14235.0,2,3,73.3,3.0,No
1378,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,Medium,No,48.6,4892.0,234618.0,3,0,6.1,4.0,Yes
1379,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,High,No,20.8,5707.0,132662.0,1,0,44.3,3.8,No
1380,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,No,22.4,4029.0,93067.0,1,0,12.1,1.6,No
1381,One Year,Credit Card,Fiber Optic,No,Yes,No,High,No,24.7,2601.0,67341.0,2,3,12.5,2.0,No
1382,One Year,Electronic Check,None,Yes,No,Yes,Medium,No,31.5,5678.0,177788.0,2,1,,4.5,Yes
1383,Month-to-Month,Mailed Check,DSL,Yes,No,Yes,Medium,No,24.0,4063.0,104051.0,1,1,14.5,4.1,No
1384,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,High,Yes,42.6,2341.0,92685.0,5,1,35.6,3.3,No
1385,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Low,No,44.5,3997.0,182278.0,0,0,106.7,3.4,No
1386,Two Year,Electronic Check,Fiber Optic,No,No,No,Low,No,14.9,4369.0,66941.0,1,0,37.5,5.0,No
1387,One Year,Mailed Check,Fiber Optic,No,Yes,No,Medium,Yes,51.4,5542.0,283239.0,1,1,41.6,3.8,No
1388,One Year,Electronic Check,DSL,No,No,No,High,Yes,72.0,3803.0,267230.0,0,1,28.7,4.0,No
1389,Month-to-Month,Credit Card,DSL,Yes,Yes,No,High,Yes,29.7,4128.0,116704.0,1,0,53.8,,No
1390,Month-to-Month,Bank Transfer,None,Yes,No,No,Low,No,32.6,2005.0,63397.0,2,0,,3.7,No
1391,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,40.0,2420.0,98826.0,2,2,35.9,3.6,No
1392,One Year,Mailed Check,Fiber Optic,No,No,Yes,Medium,No,57.0,4637.0,256909.0,1,1,26.8,3.8,No
1393,Two Year,Electronic Check,Fiber Optic,No,Yes,No,High,No,50.7,3888.0,183290.0,3,1,27.0,3.5,No
1394,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,Yes,25.0,3829.0,93256.0,2,1,43.0,3.2,No
1395,Two Year,Bank Transfer,DSL,Yes,No,No,Low,Yes,72.0,3525.0,250862.0,2,0,10.8,2.0,No
1396,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,No,10.7,3391.0,36421.0,1,2,47.6,2.7,No
1397,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,High,No,33.7,3376.0,110584.0,3,0,158.3,3.9,No
1398,Month-to-Month,Bank Transfer,None,No,No,Yes,Medium,No,40.3,4532.0,178343.0,1,1,,2.2,No
1399,Month-to-Month,Credit Card,None,Yes,No,Yes,Low,Yes,9.5,4406.0,41159.0,0,1,,3.3,Yes
1400,One Year,Electronic Check,DSL,No,Yes,No,Low,No,33.2,2568.0,87318.0,2,0,50.1,5.0,No
