claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
1315,Property,Medical,Urban,No,No,,59.0,1.0,1,7.0,136796.0,138887.0,0.382,808.4680054635955,Legitimate
1316,Health,Liability,Urban,Yes,No,Yes,59.0,3.3,0,7.9,117450.0,124909.0,0.37,758.0348945799666,Legitimate
1317,Property,Fire,Urban,No,No,Yes,31.0,2.0,2,2.9,204372.0,213236.0,0.411,557.0216718953059,Legitimate
1318,Life,Collision,Urban,No,No,,45.0,6.2,1,0.6,181499.0,185130.0,0.426,850.0,Legitimate
1319,Auto,Medical,Urban,No,No,,44.0,9.9,3,11.5,424826.0,448887.0,0.175,774.4900312143031,Legitimate
1320,Auto,Collision,Rural,No,No,Yes,43.0,2.5,1,4.7,88280.0,80408.0,0.383,522.0072197554811,Legitimate
1321,Auto,Fire,Urban,Yes,No,No,44.0,1.1,1,1.5,255884.0,263044.0,0.373,517.2651668938421,Legitimate
1322,Property,Collision,Urban,No,No,Yes,80.0,5.5,1,3.1,101792.0,91856.0,0.218,574.9818704733693,Legitimate
1323,Property,Theft,Rural,No,Yes,Yes,43.0,8.6,0,2.9,208241.0,208013.0,0.236,731.9843781745161,Legitimate
1324,Health,Medical,Urban,Yes,Yes,,37.0,8.7,1,5.8,37356.0,37010.0,0.242,,Legitimate
1325,Auto,Fire,Rural,Yes,No,Yes,51.0,3.1,1,15.5,164701.0,186768.0,0.711,680.1335668687983,Legitimate
1326,Auto,Theft,Rural,Yes,No,Yes,55.0,14.2,0,1.6,168386.0,169357.0,0.243,536.8398282772249,Legitimate
1327,Life,Liability,Rural,No,No,,61.0,1.5,0,5.3,555492.0,597457.0,0.328,490.67057820746925,Legitimate
1328,Auto,Collision,Suburban,Yes,No,Yes,42.0,6.6,4,14.2,130311.0,153865.0,0.191,653.8427751950759,Legitimate
1329,Auto,Fire,Suburban,Yes,No,Yes,18.0,4.9,0,1.1,55617.0,50616.0,0.282,639.8488655476829,Legitimate
1330,Auto,Collision,Urban,No,No,No,36.0,8.2,1,4.3,376677.0,398372.0,0.283,636.7472972971153,Legitimate
1331,Property,Collision,Urban,No,No,Yes,57.0,6.1,1,5.4,44303.0,39023.0,0.764,604.3504815700076,Legitimate
1332,Auto,Medical,Urban,Yes,No,,31.0,8.1,1,4.3,205868.0,206956.0,0.24,707.0388737035184,Legitimate
1333,Health,Liability,Urban,Yes,Yes,Yes,41.0,3.1,1,6.0,164278.0,158923.0,0.295,586.5305646721558,Legitimate
1334,Auto,Liability,Urban,No,No,Yes,54.0,7.1,1,4.8,315342.0,284571.0,0.23,765.6455234943401,Legitimate
1335,Life,Medical,Urban,No,No,,61.0,2.9,1,14.1,165597.0,162001.0,0.169,677.4399905827318,Legitimate
1336,Auto,Theft,Rural,Yes,No,Yes,63.0,6.3,3,4.3,153455.0,157946.0,0.647,737.8310019483858,Legitimate
1337,Health,Medical,Urban,No,No,,39.0,3.4,2,9.2,210261.0,208789.0,0.214,605.3884468010773,Legitimate
1338,Property,Liability,Rural,Yes,No,No,48.0,3.0,0,2.0,44214.0,45345.0,0.464,801.0758060581977,Legitimate
1339,Auto,Collision,Rural,No,No,No,32.0,3.6,0,29.9,209270.0,186866.0,0.192,663.1400088510203,Legitimate
1340,Property,Collision,Rural,No,No,Yes,59.0,2.9,1,3.4,251900.0,269373.0,0.218,625.0226865666983,Legitimate
1341,Auto,Collision,Urban,Yes,No,Yes,23.0,2.0,1,12.6,230404.0,262542.0,0.446,486.13230929730395,Legitimate
1342,Property,Collision,Urban,No,No,Yes,44.0,6.0,2,21.0,201107.0,209993.0,0.341,575.1295245670432,Legitimate
1343,Health,Fire,Urban,No,No,No,42.0,11.4,1,3.6,324671.0,299657.0,0.433,703.4044324709583,Legitimate
1344,Auto,Theft,Urban,No,No,Yes,41.0,10.1,1,6.4,87147.0,81389.0,0.709,668.3663588209718,Legitimate
1345,Auto,Medical,Urban,No,No,,42.0,2.1,0,1.8,30797.0,30993.0,0.379,627.7597449376954,Legitimate
1346,Life,Medical,Urban,No,No,,51.0,6.4,0,6.3,149123.0,143180.0,0.41,676.4422329295422,Legitimate
1347,Life,Medical,Urban,Yes,No,,35.0,2.5,1,2.7,78191.0,91058.0,0.224,615.7675488606378,Legitimate
1348,Health,Theft,Urban,No,No,Yes,43.0,0.5,0,2.2,101116.0,109106.0,0.823,554.7723649100147,Fraudulent
1349,Health,Medical,Urban,No,No,,35.0,22.2,0,14.5,143008.0,135778.0,0.491,698.5354168440432,Legitimate
1350,Health,Liability,Urban,Yes,No,Yes,19.0,4.1,0,2.6,134943.0,152169.0,0.486,761.0400158313605,Legitimate
1351,Health,Medical,Suburban,No,No,,48.0,0.7,0,3.1,196896.0,183356.0,0.704,715.3721109353264,Legitimate
1352,Property,Collision,Urban,Yes,No,No,38.0,6.9,2,2.9,74183.0,70383.0,0.202,566.0147792142352,Legitimate
1353,Auto,Theft,Rural,Yes,No,Yes,44.0,6.4,0,4.1,274736.0,248778.0,0.167,661.1022510111089,Legitimate
1354,Auto,Medical,Suburban,No,No,,43.0,1.9,0,6.1,34369.0,32811.0,0.376,,Legitimate
1355,Auto,Medical,Rural,Yes,No,,65.0,5.0,1,3.0,233711.0,239710.0,0.241,557.3318174095768,Legitimate
1356,Auto,Medical,Suburban,Yes,No,,40.0,1.1,0,1.7,301286.0,324919.0,0.187,697.6484114456243,Legitimate
1357,Auto,Collision,Suburban,Yes,No,Yes,45.0,3.5,3,3.9,102822.0,108123.0,0.255,635.3905241479165,Legitimate
1358,Auto,Collision,Suburban,No,Yes,No,53.0,5.3,1,1.7,94225.0,99090.0,0.695,618.8843530607628,Fraudulent
1359,Property,Medical,Urban,Yes,No,,42.0,11.8,0,8.9,110823.0,108893.0,0.397,596.639736453657,Legitimate
1360,Auto,Collision,Urban,Yes,No,Yes,51.0,6.0,0,2.6,44184.0,43492.0,0.329,618.2566599112317,Legitimate
1361,Auto,Collision,Urban,No,No,No,56.0,7.3,2,4.3,77836.0,71794.0,0.717,773.0715433879873,Fraudulent
1362,Auto,Medical,Urban,No,No,,54.0,3.4,0,20.5,240631.0,254497.0,0.184,572.1906652424211,Legitimate
1363,Property,Medical,Suburban,Yes,No,,41.0,21.7,1,2.1,82894.0,80303.0,0.202,557.8561902511971,Legitimate
1364,Auto,Fire,Suburban,Yes,No,Yes,51.0,5.2,2,0.2,298329.0,279206.0,0.278,735.2427129765813,Legitimate
1365,Health,Medical,Urban,No,No,,37.0,2.7,0,2.9,357206.0,348331.0,0.247,656.7700365737071,Legitimate
1366,Property,Collision,Suburban,Yes,No,Yes,30.0,1.3,0,5.8,249202.0,258405.0,0.263,657.270931654662,Legitimate
1367,Life,Theft,Rural,No,No,,40.0,0.9,0,9.1,129699.0,115637.0,0.342,701.4030616991732,Legitimate
1368,Property,Medical,Urban,Yes,No,,33.0,5.5,3,7.0,124085.0,129322.0,0.387,707.6740416827416,Legitimate
1369,Health,Theft,Suburban,Yes,No,No,44.0,0.4,0,7.4,74477.0,75546.0,0.332,578.6151907716805,Legitimate
1370,Health,Collision,Rural,Yes,No,No,58.0,3.3,0,11.3,109663.0,105899.0,0.193,619.2082378806791,Legitimate
1371,Auto,Collision,Urban,No,No,No,66.0,7.0,0,0.7,263852.0,265797.0,0.514,484.09272731098923,Legitimate
1372,Health,Liability,Suburban,Yes,No,No,34.0,0.7,1,6.3,73828.0,80594.0,0.228,636.9400060807707,Legitimate
1373,Health,Collision,Suburban,No,No,Yes,46.0,2.0,0,7.0,213397.0,224668.0,0.195,693.9304774466736,Legitimate
1374,Property,Collision,Urban,No,Yes,Yes,18.0,10.0,1,3.0,160062.0,165680.0,0.409,637.7891177310096,Fraudulent
1375,Auto,Theft,Urban,No,No,Yes,42.0,5.3,2,3.3,184213.0,169100.0,0.364,654.2218703646953,Legitimate
1376,Auto,Theft,Urban,Yes,No,No,52.0,8.1,1,0.6,114893.0,118979.0,0.219,571.3504001316415,Legitimate
1377,Auto,Medical,Urban,Yes,No,,41.0,14.1,3,1.7,71767.0,78228.0,0.637,652.3276667137811,Legitimate
1378,Auto,Medical,Suburban,Yes,No,,40.0,15.1,1,11.7,66922.0,68885.0,0.384,729.966920240664,Legitimate
1379,Health,Liability,Suburban,Yes,No,Yes,33.0,2.1,0,1.4,41756.0,42087.0,0.168,767.3682151687356,Legitimate
1380,Auto,Theft,Urban,Yes,No,No,44.0,2.2,1,8.5,19731.0,19146.0,0.395,628.0314266775608,Legitimate
1381,Auto,Collision,Rural,Yes,Yes,No,28.0,3.9,0,7.7,40438.0,42806.0,0.331,698.71333515664,Legitimate
1382,Property,Theft,Suburban,No,No,No,47.0,14.9,0,3.2,19929.0,18201.0,0.214,599.6148687796223,Legitimate
1383,Health,Medical,Rural,No,No,,49.0,6.9,0,9.4,66660.0,68058.0,0.642,671.5298984884039,Legitimate
1384,Health,Collision,Suburban,Yes,Yes,No,44.0,3.1,0,14.4,213282.0,189627.0,0.207,650.3901775739039,Legitimate
1385,Auto,Collision,Suburban,No,No,No,40.0,5.9,0,10.8,108875.0,114338.0,0.27,714.8851029455462,Legitimate
1386,Auto,Theft,Urban,No,No,Yes,25.0,9.6,1,0.2,129920.0,148147.0,0.748,783.6265894324799,Legitimate
1387,Life,Medical,Urban,Yes,No,,59.0,3.3,0,2.5,78354.0,71926.0,0.198,671.2248324166139,Legitimate
1388,Auto,Collision,Urban,No,Yes,Yes,39.0,6.8,0,6.2,159557.0,159770.0,0.221,759.5579424416551,Legitimate
1389,Property,Collision,Urban,No,No,Yes,18.0,1.9,1,4.9,17064.0,16218.0,0.202,602.1335012377692,Legitimate
1390,Life,Medical,Suburban,Yes,No,,65.0,5.8,1,7.8,126031.0,118986.0,0.206,526.7474701180357,Legitimate
1391,Life,Medical,Suburban,No,No,,35.0,6.5,1,3.9,183050.0,191488.0,0.524,580.792156886533,Legitimate
1392,Property,Theft,Urban,Yes,No,Yes,33.0,6.6,0,9.7,121206.0,116785.0,0.175,,Legitimate
1393,Health,Collision,Suburban,No,No,No,46.0,2.1,0,4.0,252490.0,271107.0,0.499,735.526948303347,Legitimate
1394,Property,Medical,Urban,Yes,Yes,,57.0,4.4,0,10.7,280836.0,257314.0,0.7,732.0849307702858,Legitimate
1395,Life,Medical,Rural,Yes,No,,34.0,5.6,0,5.2,33463.0,32820.0,0.324,658.396600355307,Legitimate
1396,Property,Medical,Urban,No,No,,34.0,14.5,0,1.4,151903.0,160104.0,0.238,585.6701090044096,Legitimate
1397,Health,Collision,Suburban,Yes,No,Yes,32.0,3.1,0,2.3,197016.0,191117.0,0.391,630.3656980415643,Legitimate
1398,Health,Collision,Urban,No,No,Yes,43.0,4.3,0,6.3,134966.0,139642.0,0.194,639.9028293612989,Legitimate
1399,Health,Medical,Urban,Yes,No,,44.0,2.2,0,15.7,50834.0,52919.0,0.235,647.6633896438967,Legitimate
1400,Property,Collision,Rural,Yes,No,No,51.0,1.3,1,6.6,248966.0,248388.0,0.71,472.93607618345203,Legitimate
1401,Auto,Collision,Rural,No,No,Yes,47.0,3.1,1,3.8,44316.0,52541.0,0.315,752.4609347365688,Legitimate
1402,Health,Medical,Suburban,No,No,,39.0,3.9,0,2.4,58070.0,52157.0,0.229,672.7467318380349,Legitimate
1403,Auto,Collision,Suburban,Yes,No,Yes,40.0,1.6,2,4.6,419780.0,410229.0,0.279,831.7173017554794,Legitimate
1404,Health,Medical,Rural,Yes,Yes,,27.0,3.6,3,7.3,378072.0,434187.0,0.244,632.1717006051899,Legitimate
1405,Life,Medical,Suburban,No,No,,38.0,0.9,0,3.2,246370.0,268162.0,0.262,665.6062708241458,Legitimate
1406,Property,Medical,Suburban,No,No,,50.0,2.5,0,17.9,125636.0,122202.0,0.249,688.6126290688634,Legitimate
1407,Auto,Collision,Urban,No,No,Yes,23.0,7.5,0,7.5,112814.0,114873.0,0.612,587.8201867640993,Legitimate
1408,Auto,Collision,Urban,No,No,Yes,45.0,5.1,1,1.7,166783.0,157654.0,0.2,704.7839401882355,Legitimate
1409,Auto,Fire,Rural,Yes,Yes,Yes,57.0,8.6,3,0.6,208142.0,191234.0,0.477,657.2302266743523,Legitimate
1410,Health,Theft,Suburban,Yes,No,Yes,35.0,14.4,3,10.7,193094.0,209871.0,0.659,618.2325027389086,Legitimate
1411,Auto,Liability,Rural,Yes,No,Yes,52.0,4.2,2,4.6,93126.0,88490.0,0.197,637.8122657551477,Legitimate
1412,Life,Medical,Rural,No,No,,40.0,10.0,0,1.4,91605.0,97569.0,0.341,648.383809705653,Legitimate
1413,Health,Fire,Suburban,Yes,No,No,52.0,1.1,0,1.4,471714.0,441250.0,0.598,599.2855365431188,Legitimate
1414,Auto,Collision,Urban,Yes,Yes,No,51.0,5.1,1,4.3,144374.0,130081.0,0.186,665.2321017267976,Legitimate
1415,Auto,Collision,Urban,Yes,No,No,41.0,1.3,1,2.5,197532.0,193466.0,0.235,573.8737007746196,Legitimate
1416,Life,Liability,Suburban,Yes,No,,57.0,7.3,0,2.0,76308.0,73256.0,0.459,660.6441041148015,Legitimate
1417,Property,Liability,Suburban,Yes,No,No,18.0,10.3,0,2.8,393046.0,411446.0,0.275,755.0795911042775,Legitimate
1418,Auto,Fire,Suburban,No,No,No,37.0,7.3,0,1.8,274406.0,266455.0,0.471,692.4098661009893,Legitimate
1419,Life,Collision,Urban,No,No,,37.0,9.5,0,4.0,130974.0,108561.0,0.288,,Legitimate
1420,Health,Theft,Urban,No,No,No,41.0,2.8,0,8.9,50783.0,52265.0,0.227,616.2367615978806,Legitimate
1421,Auto,Collision,Suburban,Yes,No,Yes,41.0,6.2,3,7.0,127093.0,136042.0,0.178,744.4316262578686,Legitimate
1422,Auto,Collision,Rural,Yes,No,Yes,48.0,12.8,2,4.0,160004.0,147912.0,0.349,784.7655588752029,Legitimate
1423,Life,Collision,Urban,Yes,No,,22.0,3.0,1,9.7,434401.0,476903.0,0.271,586.7543233128567,Legitimate
1424,Auto,Theft,Rural,Yes,No,Yes,55.0,2.4,1,7.4,151477.0,137381.0,0.193,358.18025282032124,Legitimate
1425,Life,Collision,Suburban,Yes,No,,39.0,2.4,1,1.0,39867.0,35930.0,0.536,629.5451667319857,Legitimate
1426,Life,Collision,Urban,Yes,Yes,,37.0,4.2,0,10.0,618937.0,664387.0,0.168,657.3371369432484,Legitimate
1427,Life,Theft,Suburban,Yes,No,,37.0,10.3,2,0.3,52358.0,51710.0,0.203,630.2355588118055,Legitimate
1428,Life,Liability,Urban,No,No,,43.0,10.1,1,13.8,61709.0,65159.0,0.172,400.2895835163122,Legitimate
1429,Auto,Collision,Urban,Yes,No,No,52.0,8.7,1,13.6,78754.0,87728.0,0.19,616.5498283477427,Legitimate
1430,Health,Fire,Suburban,No,No,No,25.0,3.8,0,3.1,193364.0,180896.0,0.367,584.1659568814905,Legitimate
1431,Life,Collision,Suburban,Yes,No,,48.0,5.7,1,3.8,30210.0,23040.0,0.182,617.3801006213547,Legitimate
1432,Auto,Liability,Suburban,Yes,No,Yes,40.0,11.0,0,5.4,115013.0,118437.0,0.245,604.0024306465269,Legitimate
1433,Health,Theft,Urban,Yes,No,No,43.0,2.9,1,4.1,273852.0,274314.0,0.194,652.5088450143049,Legitimate
1434,Life,Theft,Urban,No,No,,43.0,1.7,1,4.4,190270.0,202060.0,0.179,565.2716954997011,Fraudulent
1435,Health,Liability,Urban,No,No,Yes,39.0,3.2,0,3.6,61218.0,67679.0,0.276,696.044084830295,Legitimate
1436,Auto,Medical,Urban,No,No,,29.0,0.3,0,4.2,75791.0,66558.0,0.271,850.0,Legitimate
1437,Auto,Theft,Urban,Yes,No,Yes,59.0,4.2,0,2.1,67334.0,76141.0,0.19,483.7873422833892,Legitimate
1438,Auto,Medical,Urban,Yes,No,,54.0,1.0,1,1.1,202359.0,194058.0,0.29,716.956890564544,Legitimate
1439,Property,Liability,Suburban,Yes,No,No,43.0,1.4,1,3.9,11828.0,10564.0,0.237,646.6209984659473,Legitimate
1440,Property,Collision,Urban,Yes,Yes,Yes,46.0,2.1,3,4.5,197037.0,152726.0,0.517,591.9432681530153,Fraudulent
1441,Health,Liability,Rural,Yes,No,Yes,43.0,5.6,1,1.1,26494.0,28066.0,0.167,631.6816503956379,Legitimate
1442,Auto,Medical,Suburban,Yes,No,,61.0,5.0,1,6.7,378740.0,332253.0,0.293,494.95120451243787,Legitimate
1443,Health,Medical,Suburban,No,No,,37.0,5.4,2,3.8,423255.0,454870.0,0.242,415.35588131693964,Legitimate
1444,Auto,Medical,Suburban,Yes,No,,41.0,1.7,0,3.8,186376.0,169658.0,0.17,549.7157744181023,Legitimate
1445,Auto,Liability,Rural,No,No,No,35.0,1.1,0,1.3,155695.0,180174.0,0.181,706.125687631424,Legitimate
1446,Health,Collision,Rural,Yes,No,No,52.0,5.0,2,4.7,82339.0,84783.0,0.532,705.4955027782509,Legitimate
1447,Auto,Collision,Urban,No,No,No,45.0,1.4,1,7.2,127556.0,134106.0,0.545,706.888072533439,Legitimate
1448,Auto,Medical,Suburban,No,No,,39.0,0.8,1,0.9,68929.0,70472.0,0.276,810.000182191602,Legitimate
1449,Life,Collision,Urban,No,No,,44.0,5.2,1,3.5,174204.0,173734.0,0.602,600.1121550575892,Legitimate
1450,Property,Medical,Suburban,No,No,,34.0,8.7,0,13.3,61394.0,56493.0,0.192,676.0325713100233,Legitimate
1451,Auto,Collision,Urban,No,No,Yes,42.0,6.0,4,2.2,62648.0,62864.0,0.169,574.0401841746517,Legitimate
1452,Health,Collision,Urban,Yes,No,Yes,29.0,0.3,4,7.3,232658.0,234977.0,0.285,850.0,Legitimate
1453,Life,Medical,Urban,No,Yes,,42.0,4.9,0,5.0,130254.0,144539.0,0.363,850.0,Legitimate
1454,Health,Liability,Rural,Yes,No,Yes,63.0,10.0,1,2.7,219391.0,212054.0,0.41,833.0267929778788,Legitimate
1455,Health,Liability,Urban,Yes,No,Yes,23.0,11.9,2,2.4,67434.0,66275.0,0.419,710.3800250379398,Legitimate
1456,Auto,Medical,Rural,Yes,No,,41.0,9.0,0,1.7,126498.0,142356.0,0.222,608.0291499122841,Legitimate
1457,Auto,Collision,Suburban,Yes,No,No,44.0,2.5,2,4.5,216822.0,227978.0,0.454,614.8528742172945,Legitimate
1458,Auto,Theft,Urban,Yes,Yes,Yes,49.0,5.7,1,6.9,320364.0,306478.0,0.432,,Legitimate
1459,Life,Theft,Urban,Yes,No,,38.0,3.0,2,2.1,180662.0,191441.0,0.184,570.2522885125928,Legitimate
1460,Health,Collision,Urban,No,No,Yes,18.0,7.7,0,10.4,51825.0,43544.0,0.349,607.8307582294436,Legitimate
1461,Property,Liability,Urban,Yes,No,Yes,45.0,12.9,1,1.6,213280.0,229896.0,0.459,737.202663148581,Legitimate
1462,Health,Collision,Suburban,No,Yes,Yes,47.0,2.9,1,4.8,290853.0,274535.0,0.655,606.5665248492927,Fraudulent
1463,Auto,Collision,Rural,No,Yes,Yes,34.0,4.7,0,2.1,142742.0,135262.0,0.3,675.8324024526349,Fraudulent
1464,Property,Medical,Urban,No,No,,39.0,4.0,1,2.5,56814.0,54913.0,0.178,548.6916271286998,Legitimate
1465,Property,Collision,Rural,Yes,No,No,39.0,7.7,0,3.7,99115.0,87400.0,0.376,,Legitimate
1466,Auto,Collision,Urban,Yes,No,Yes,29.0,1.1,4,3.4,104533.0,104538.0,0.245,639.1849538893888,Legitimate
1467,Life,Collision,Urban,No,No,,42.0,0.8,0,1.5,137188.0,131373.0,0.182,591.0962429810406,Legitimate
1468,Auto,Collision,Rural,Yes,No,No,61.0,4.0,3,12.6,300270.0,297096.0,0.281,589.358345143182,Legitimate
1469,Health,Collision,Suburban,Yes,No,No,47.0,1.0,2,1.2,100260.0,99021.0,0.632,603.3577958995157,Legitimate
1470,Auto,Collision,Urban,Yes,No,Yes,30.0,6.3,0,16.7,141075.0,137367.0,0.271,742.284940147941,Legitimate
1471,Auto,Theft,Rural,Yes,Yes,Yes,40.0,8.1,2,3.6,53141.0,51840.0,0.381,567.3132321572712,Legitimate
1472,Property,Theft,Urban,Yes,No,Yes,57.0,1.7,3,7.3,248366.0,222035.0,0.178,478.54517750637973,Legitimate
1473,Auto,Collision,Suburban,No,No,No,32.0,1.7,2,1.4,302561.0,296252.0,0.392,645.7230878267409,Legitimate
1474,Property,Liability,Suburban,No,No,Yes,50.0,5.0,0,13.6,197721.0,200515.0,0.301,642.8185394249115,Legitimate
1475,Auto,Collision,Urban,No,No,Yes,41.0,4.1,0,8.7,5249.0,5373.0,0.105,572.7910422982532,Legitimate
1476,Health,Liability,Rural,Yes,No,Yes,54.0,3.5,0,6.6,355776.0,382418.0,0.207,602.2104540776825,Legitimate
1477,Health,Fire,Urban,No,No,No,31.0,7.5,1,5.7,176512.0,170185.0,0.259,760.6043911707234,Legitimate
1478,Health,Liability,Urban,Yes,No,Yes,59.0,3.8,0,0.7,139693.0,142307.0,0.204,546.161052648981,Legitimate
1479,Auto,Liability,Suburban,Yes,Yes,No,42.0,10.6,0,11.1,194050.0,224151.0,0.212,721.5505802591891,Legitimate
1480,Auto,Theft,Suburban,Yes,No,Yes,52.0,11.8,2,2.9,179918.0,141328.0,0.502,678.3603889729673,Legitimate
1481,Auto,Theft,Urban,No,No,Yes,39.0,1.5,1,1.1,162474.0,171005.0,0.8,,Legitimate
1482,Life,Collision,Rural,Yes,No,,56.0,2.9,1,3.6,271703.0,246952.0,0.355,704.7870864407248,Legitimate
1483,Health,Collision,Suburban,No,No,No,43.0,7.7,1,3.0,155649.0,152000.0,0.353,630.5135697087628,Legitimate
1484,Auto,Theft,Rural,Yes,No,No,34.0,10.3,0,1.8,58843.0,56696.0,0.209,527.8373188815292,Legitimate
1485,Auto,Collision,Rural,Yes,Yes,No,64.0,6.4,0,2.9,39361.0,41851.0,0.445,788.9143076590982,Legitimate
1486,Property,Fire,Urban,Yes,No,Yes,44.0,11.1,2,4.4,87372.0,80422.0,0.199,657.4838689562392,Legitimate
1487,Property,Theft,Urban,No,No,Yes,49.0,6.7,1,0.8,54347.0,50880.0,0.182,579.5941448363013,Legitimate
1488,Auto,Medical,Urban,Yes,No,,37.0,1.2,0,4.8,188401.0,164599.0,0.18,685.9238386995148,Legitimate
1489,Property,Liability,Urban,No,No,Yes,63.0,11.7,0,8.1,181721.0,177682.0,0.438,722.7355154739312,Legitimate
1490,Health,Liability,Rural,Yes,Yes,Yes,60.0,5.3,1,4.4,24577.0,21442.0,0.492,642.6692181815819,Legitimate
1491,Property,Medical,Suburban,No,No,,30.0,2.9,0,12.2,344053.0,358771.0,0.519,700.375135133436,Legitimate
1492,Health,Liability,Urban,Yes,No,Yes,37.0,4.3,2,1.9,51109.0,49615.0,0.361,597.4011961339979,Legitimate
1493,Property,Collision,Urban,No,No,No,34.0,5.4,0,12.7,106949.0,109644.0,0.344,534.8761619168952,Legitimate
1494,Auto,Liability,Rural,Yes,No,No,27.0,2.7,2,7.6,388072.0,392965.0,0.183,628.4843155556556,Legitimate
1495,Health,Collision,Suburban,Yes,No,No,45.0,2.1,0,11.5,110189.0,114037.0,0.308,506.7859176920405,Legitimate
1496,Health,Fire,Urban,Yes,No,No,51.0,1.5,2,6.6,218022.0,214755.0,0.762,576.2768162945804,Fraudulent
1497,Auto,Collision,Urban,No,No,No,65.0,1.0,1,1.5,153853.0,140915.0,0.194,673.9453260033905,Legitimate
1498,Property,Liability,Urban,Yes,No,Yes,18.0,5.6,2,15.4,108341.0,106954.0,0.434,588.4423287989638,Legitimate
1499,Property,Collision,Urban,Yes,No,Yes,35.0,22.1,1,9.3,414414.0,403345.0,0.174,574.0982301905111,Legitimate
1500,Auto,Medical,Suburban,Yes,No,,54.0,3.8,2,5.2,594734.0,555890.0,0.219,533.7239399060081,Legitimate
1501,Property,Medical,Urban,No,No,,36.0,12.2,2,8.8,74154.0,78105.0,0.319,666.397633254495,Legitimate
1502,Auto,Collision,Urban,Yes,No,No,23.0,0.9,2,4.3,181714.0,185826.0,0.203,655.2850150690821,Legitimate
1503,Life,Fire,Suburban,Yes,No,,31.0,2.8,0,7.2,218458.0,250931.0,0.205,496.75571137355416,Legitimate
1504,Health,Theft,Urban,Yes,No,Yes,42.0,3.6,1,5.3,60232.0,59056.0,0.626,628.739790974235,Legitimate
1505,Health,Collision,Rural,Yes,No,Yes,34.0,1.1,2,0.3,66718.0,61083.0,0.396,589.5444716997631,Legitimate
1506,Auto,Medical,Suburban,Yes,No,,54.0,5.0,0,0.5,195142.0,196650.0,0.292,476.4639101021574,Legitimate
1507,Life,Collision,Urban,Yes,No,,37.0,8.9,2,10.2,49142.0,52034.0,0.217,703.7199339906746,Legitimate
1508,Life,Fire,Urban,Yes,Yes,,32.0,9.7,0,3.4,38146.0,38301.0,0.46,640.848486765094,Legitimate
1509,Health,Medical,Urban,No,No,,79.0,1.4,0,16.8,10515.0,10223.0,0.172,549.6315595276853,Legitimate
1510,Auto,Theft,Suburban,Yes,No,Yes,42.0,2.9,1,3.1,29174.0,29072.0,0.434,621.7422087281926,Legitimate
1511,Auto,Theft,Rural,No,No,No,18.0,9.7,0,10.2,255458.0,218084.0,0.398,823.1315062092757,Fraudulent
1512,Property,Medical,Urban,No,No,,19.0,10.2,0,6.4,187479.0,193256.0,0.255,591.7995197881389,Legitimate
1513,Auto,Liability,Suburban,Yes,Yes,No,46.0,5.7,0,10.7,130677.0,131833.0,0.307,568.8380853230341,Legitimate
1514,Property,Fire,Urban,No,No,Yes,41.0,1.0,2,3.2,177279.0,161463.0,0.172,718.9370955663455,Legitimate
1515,Life,Collision,Urban,Yes,No,,63.0,3.0,1,3.3,389228.0,389796.0,0.652,684.1994457967979,Fraudulent
1516,Auto,Liability,Suburban,No,Yes,No,47.0,4.8,1,2.0,342961.0,332467.0,0.245,555.5371466642471,Legitimate
1517,Life,Medical,Suburban,No,No,,39.0,1.0,1,6.6,51466.0,53559.0,0.2,679.0063677213323,Legitimate
1518,Property,Medical,Urban,Yes,No,,60.0,2.7,2,10.5,215390.0,228527.0,0.191,636.0151350890177,Legitimate
1519,Auto,Theft,Urban,Yes,No,Yes,33.0,8.5,0,4.1,359151.0,340531.0,0.204,639.553887633745,Legitimate
1520,Health,Medical,Urban,Yes,Yes,,46.0,3.5,2,2.7,138516.0,137834.0,0.794,838.93835376743,Fraudulent
1521,Life,Liability,Urban,Yes,No,,34.0,4.1,0,2.8,181308.0,158668.0,0.185,638.2064163064434,Legitimate
1522,Life,Collision,Urban,Yes,No,,35.0,5.0,1,4.7,548914.0,602581.0,0.26,770.7738275312017,Legitimate
1523,Property,Collision,Suburban,Yes,Yes,Yes,28.0,1.2,1,2.0,200086.0,213092.0,0.565,812.5872018987156,Fraudulent
1524,Auto,Collision,Rural,Yes,No,No,61.0,1.5,4,11.1,242849.0,258034.0,0.591,667.3060058638825,Fraudulent
1525,Health,Collision,Urban,Yes,No,No,39.0,3.6,0,9.2,68717.0,62001.0,0.461,554.9904855124164,Legitimate
1526,Auto,Liability,Urban,No,No,Yes,38.0,5.6,0,2.4,377098.0,377741.0,0.27,776.770586223277,Legitimate
1527,Auto,Medical,Urban,Yes,No,,44.0,6.4,0,7.1,304526.0,311531.0,0.652,723.7677588480532,Legitimate
1528,Health,Collision,Suburban,Yes,No,Yes,33.0,11.7,0,2.4,303799.0,271467.0,0.209,520.1847706909758,Legitimate
1529,Health,Fire,Urban,Yes,No,Yes,41.0,5.2,0,5.3,42656.0,41852.0,0.171,699.9059930172715,Legitimate
1530,Health,Collision,Urban,No,No,No,52.0,2.5,1,21.5,34431.0,32847.0,0.271,630.9138009975215,Fraudulent
